	lang	sentiment	text
262	est	-1	Kas vett tohib juua? Või ei ole rong mingi kaev? Ega janu ju pohmata ei teki. Päikest sullegi, vihkaja.
263	est	-1	Lindsay Lohani armukeste nimekiri võib Hollywoodis vallandada lahutuste laine
264	est	-1	«Kui Cregan nägi politseinikke, tuli ta tänavale ja tappis nad. Ta kasutas nii käsirelva kui granaati,» selgitas Manchesteri politseijuht Peter Fahy pressikonverentsil.
265	est	-1	Alaealine V.K kutsus eelmise aasta 14. juuni õhtul kl 22 ajal Haapsalus asuvasse majja alla 18-aastase nooruki. Kohtuotsuses seisab, kohtumise eesmärk oli «sõprade valimise teema». Sõprusest kokkusaamisel asja ei saanud, sest V.K-l tekkis külalisega konflikt ning ta lukustas külalise esimesel korrusel asuvasse tuppa.
266	est	-1	Praeguses olukorras otsib Euroopa uut jutustust. On aru saadud, et ainult majandusest on vähe, on vaja ka midagi hingele, kuid hing on ammu rändama läinud, järele on jäänud ainult kest, mis ajab taga kasumit ja kasvuprotsenti, kuigi see on hukutav tee. Kuid mis sellest kestale, tema ei hinga, tema ei ela, tema ainult askeldab.
267	est	-1	Negatiivne tagasiside ja soovitused. Kui saad pidevalt ülemuselt tagasisidet, kus osutatakse sinu tehtud vigadele ja sulle tundub, et sinu puhul ei näe mitte keegi midagi head, siis on väga suur võimalus, et varsti kaotad selle töö.
268	est	-1	Põhjuseid nimetas ta erinevaid. «Võib-olla on ravimi hind liiga kõrge. Võib-olla ei jõua patsient ravimit õigel ajal välja osta. Võib-olla vanemad inimesed ei saa pakendit lahti või on neil nii palju erinevaid ravimeid, et nad enam ei tea, mis ravim on mis,» tõi ta näiteid ning lisas, et oluline osa on ka uskumusel. «Patsient võib arsti juures jätta mulje, et tuleb raviga kaasa, aga tegelikult arvab, et ravimifirmad tahavad teda röövida. Hüpertensiooni puhul ei tunneta patsient alati kõrget vererõhku ja seetõttu kahtleb, kas on ikka vaja ravimit võtta. Väga raske on selliseid patsiente motiveerida elustiili muutma.»
269	est	-1	«Pärast Jõgevat hakkas infosüsteem oma elu elama, teadustades lühikeste vahemaade tagant - järgmine peatus on Tamsalu, Tapa, Ülemiste....samas kihutas rong kusagil Rakke kandis,» kirjutas teine sõitja. Nii ilutses Tamsallu saabudes  ekraanil «Tapa» ning sealt väljudes «Järgmine peatus Ülemiste», mis vallandas kenakese segaduse  nende seas, kes pidid Tapal maha minema.
270	est	-1	Hukkunute nimekirjast on näha, et neid perekondi, mis kaotasid kaks liiget, on vähemalt neli. 
271	est	-1	Robert kirjutab, et ta jäi ellu, kuna otsustas triikida särki, millest sai nüüd tema õnnesärk. Seetõttu ei olnud ta poes tragöödia juhtumise ajal, vaid jõudis sinna mõni hetk hiljem. Ta lähenes peasissekäigule ajal, mil suur otsasein kokku varises. Ta tunnistab, et ei mõistnud juhtunut koheselt. See, mis järgnes, oli eelmisest veegi hullem. See vaikus oli täiesti kohutav.
272	est	-1	Ja kui ei soeta, mis siis.........?!
273	est	-1	Kurb lugeda kommentaare, kus eestlased üksteist nõnda maha teevad...See kui ollakse väikesest kohast pärit ei tee kedagi veel nn ``maakaks`` ja kui küsida oskad, siis võid peksa saada ikka igalt poolt. Pole sõnu...
274	est	-1	keda kurask huvitab, mida evelinid teevad?
275	est	-1	Rikkurid koos.
276	est	-1	6. Millal tekib ammulubatud kohvi ja suupiste hankimise võimalus?
277	est	-1	Galerii: Türgi politsei surus jõuliselt õpetajate protesti maha 
278	est	-1	Põhja-Korea lülitas ennast muust maailmast välja. Jube rikas riik nüüd eks. Venemaal 42 inimest 35% kogu riigi varast. Ja sa hakkad siin Eestis veel mingitest % dest rääkima. Venemaal on keskklassis ainult 17% inimestest ja 2% tipus ning ülejäänud alla keskklassi.
279	est	-1	Korobeiniku sõnul seisab selle taga asjaolu, et valitsus ei suuda tulevikku vaadata.
280	est	-1	Andmed hukkunute ja kannatanute kohta on kõikuvad. Nigeeria väljaande Daily Post andmetel kaotas relvastatud isikute rünnakus elu rohkem kui 50 inimest. Lääne meedia andmetel hukkus aga 44 inimest.
281	est	-1	Olukorras, kus eutanaasia seadustamisest võib saada hoopis arstide või lähedaste süüdistamine inimese mõrvas ehk pole arsti ja patsiendi suhteid tavaolukorras reguleerivat seadust, on halastussurma seadustamine ebainimlik, leiab sotsiaaldemokraat Eiki Nestor Postimehe arvamusportaalis.
282	est	-1	Taavi Rõivas: rumalad tülid meditsiinis kahjustavad patsiendi huve
283	est	-1	Arvad et kui Saksamaal türklased märatsevad, et siis seal on kohalikud pollad?? Ole ikka Blond küll
284	est	-1	No jah, tuleb välja, et pool tosinat kuulsusi juba läbi käinud!!
285	est	-1	Ainuke vahe, et Edgar jahvatab tühja.
286	est	-1	Eesti ei ole mitte ainult põhjas, vaid ka idas. Euroopa piiririigina on meile tähtis, et teised mõistaksid meie hirme. Kui keeruline võib olla neid hirme arusaadavaks teha läänes, «vanas» Euroopas, ka seda võis selgelt märgata samal konverentsil, kui president Ilvesel tuli laval selgitada, miks Venemaa korraldatavad sõjaväeõppused Baltimaade ja Poola piiri ääres heanaaberlike suhete edendamist kõvasti takistavad.
287	est	-1	Luisa Värk: igale küsimusele ma enam ei vasta
288	est	-1	Mõelge,kui prii elu joodikutel on tasuta sõit ja tasuta soe koht kus alkomõnusi nautida,lisaks tasuta ööbimis koht,kus päeviti ja õhtuti ringreisidel nokastada unekest välja.
289	est	-1	Ära vajub vaikselt see, alguses palju õhinat tekitanud üritustesari. Ainus, mis veel missivalimistele rahvast ( iseäranis mehi ) meelitaks, oleks õhtukleidivooru asemel pakkuda alastivooru.
290	est	-1	Vanaeit natuke õiendas, aga vennad said ise lõpuks hästi hakkama.
291	est	-1	"tean, jah seda tarka tunnet kui avastad midagi aga pärast lihtsalt tunned ennast lollina, sest kõik teadsid seda juba ennem kui ""maailma avastuse"" tegid"
292	est	-1	Islamistid süütasid teisipäeva hilisõhtul Borno osariigis arvukalt maju, rajasid kontrollposte ja lasid põgeneda üritanud autojuhid maha.
293	est	-1	Milano Interi vanameister vigastas eile peetud liigamängus Palermo vastu (Inter kaotas 0:1) juba 17. minutil achilleuse kõõlust ning ta viidi kanderaamiga platsilt.
294	est	-1	«Üldiselt on piraattaksosid palju rohkem kui me igapäevaselt näeme. Meil on isegi suured taksopiraatide firmad, kes eetri kaudu töötavad,» ütles mupo juhataja Monica Rand.
295	est	-1	«Enamus tabatutest on meile varasemast ajast tuttavad isikud, kes on korduvalt väärteomenetluse käigus karistada saanud,» ütles Pantšenko. «Juhtidel on oma nipid, millega klienti meelitada.»
296	est	-1	Lapse seljakotis oli peaaegu 10 000 metamfetamiini tabletti, mis ametivõimude teatel olid pakitud kahte beebitalgi purki, vahendas täna AFP.
297	est	-1	Mis kandidaate sa ikka sellest ühest ja samast poliitlollide pundist leiad?
298	est	-1	"samas autod nii endale, naisele, ämmale, lastele ja armukestele kenasti firma arvel ja firma liisingus. loomulikult mitte mingid ""keskklassi"" autod vői ""muruniidukid""...."
299	est	-1	Kultuurile ja Elule sekundeerib tundmatu MTÜ La Colonia. Selle kohta leidub teavet eu-natsiwebis, mida iseloomustavad märksõnad «Adolf Hitler vabastaja», «Adolf Hitler ja lapsed» jne. MTÜst hakkasin kirjutama seetõttu, et nad on üllitanud usupuhastajana tuntud Martin Lutheri eestikeelse raamatu «Juutidest ja nende valedest». Lutheri ajalooliste tekstide avaldamine ei tohiks olla patt. Saksa kultuuriruumis on tänapäevaste kommentaaridega ilmunud Lutheri «Juutide» Bienerti (1982), Osten-Sackeni (2002) ja Kaufmanni (2011) väljaanne. Need raamatud ei kutsu kedagi vihkama. Värske eestikeelne üllitis on aga varustatud inimvihkajalike, natsiväljaannetest (1935 ja 1939) tõlgitud saatesõnadega.
300	est	-1	Endast rääkis. Just Ansipi põhimõte on see, et kõigilt vaestelt tuleb tulumaksuga 21 % kokku koguda, administreerimise kulud maha võtta ja siis vajaduspõhiste toetuste sildi all tagasi jagada.
301	est	-1	artiklis mainiti, et ott ja birgit tegid oma lugude versioonid ka teistes keeltes- tanja võiks ka, vähemalt vene keeles ida-euroopa publikule, see on ju tohutult suur.
302	est	-1	Naaber on invaliid, pidin kutsuma arsti, sest vanainimese süda ei pidanud vastu. See juhtus Lõuna- EEsti väikelinnas.
303	est	-1	Õnnetuspaigal päästetöid juhtiv militaarpolitsei major Gerson da Rosa Ferreira oli öelnud mitu tundi varem, et sõnul on rusudest toodud välja 159 surnukeha, kuid oletatavalt kerkib ohvrite arv üle 200.
304	est	-1	Kampaania haripunkt saabuvat juulis, siis korraldatakse üleriigiline haarang. 
305	est	-1	Mis elad sellise luuseriga siis?? Ega ta ei hakkagi sul tööle.Tegeleb joogaga,mis eestlastele huvi ei paku.Uskumatu et pealtnäha normaalne naine nagu Airi nii lolliks pöördus!
306	est	-1	Ülekanne oli kohutav.Nominentidele ei pööratud mingit tähelepanu.Ainult kuklaid võisid näha.
307	est	-1	Mu vastus on veidi kultuurilooline ja läheb tagasi 1960. aastatesse, mil nõukogude ajal tekkis ellu vabanemise järk ja muutus ka natuke laulurepertuaar. Enne olid estraadilauljatel mingisugused veidi üht laadi laulud, sest nõukogude ideoloogia ei lubanud väga rõõmsaid ja kergemeelseid laule teha, kõik oli natuke krambis.
308	est	-1	Täpsemalt kujunes saagiks neli masinat, kuid ühest, universaalkerega autost, ei saanudki enam elulooma. Keskmiselt tuli seikluseks ette valmistatud uunikumi eest välja laduda 5000 euro ringis.
309	est	-1	Maailmas on üle seitsme miljardi inimese. Kui palju inimesi on meie tutvusringkonnas? Mõnel mõni, mõnel kümme, mõnel mõnikümmend, sajaga, paarisajaga on juba raske suhelda, sõprusest rääkimata. Kui mõelda, et seitse miljardit inimolevust tuksuva südamega ja hingega on maailmas, kus hädad aina kasvavad, siis see on üle mõistuse. Me ei suuda haarata sellist arvu. Kas selle arvu puhul tähendab midagi meie surm? Või meie elu?
310	est	-1	VEB Fondi teemaga aastaid tegelenud ajakirjanik Toomas Kümmel kirjutab Postimehe arvamusportaalis, et Siim Kallas jättis oma tänases temaatilises arvamusloos tegelikult olulistele küsimustele vastamata.
311	est	-1	No me ei võtnud seda koolivärki tõsiselt, käisime inertsist, irisesime. Tegime pulli. Mis puudutab mind, siis kõige efektiivsem õppeaeg oli Kalju Komissarovi esimene semester, algtõed, etüüdid, tehnika. Ma olin arglik ja krampis, Komissarov suutis mind psühholoogiliselt murda, et mul üldse esinemisjulgus tekiks. Merle Karusoo õpetas «Hamleti» kaudu lugusid analüüsima. Ülimalt põnev. Kõik see, mis tuli edasi, oli juba ebapraktiline ja mõttetu.
312	est	-1	Nagu mis selle asukoha mõte on, et TTÜ praktikandid jalgsi kohale saaks? Ma ei pelga rahulike piirkondi, aga seal peaks siis ka rohelust olema, mitte nii, et kahes ilmakaares tühermaa, ühest vahivad vastu magalakorterid, kolmandas tööstus. Skype-st ootaks enamat.
313	est	-1	KUIDAS NII RUMAL MEES SAI OLLA NII KAUA EESTI RIIGI PEAMINISTER?
314	est	-1	siniverelised???? samasugused nagu kõik muud
315	est	-1	Ringkonnakohus leidis küll, et süüdistatavad tuleb süüdi tunnistada lõpuleviidud tapmises, kuid leidis samas, et kriminaalasjas kogutud tõendite alusel ei ole kindlaks tehtud tapmine piinaval või julmal viisil. Kriminaalmenetluse seadustiku kohaselt toimub kriminaalasja arutamine süüdistatava suhtes ainult süüdistusakti järgi.
316	est	-1	"""Eesti laulu"" ajal räägiti palju Tanja tervisest – vigastas ta ju roietevahelist lihast, nii et pidi proove tegema ja esinema valuvaigistite toel, ning lõpuks tabas lauljatari äge närvipõletik, mis ei lasknud rääkida ega hingatagi."
317	est	-1	aga mina ,kui vaid kuulsin telekast seda lugu tulemas,isegi ei näinud.ei teadnud kes esitaja on.ütlesin kohe naisele,et näedas jälle üks soovib võõraste sulgedaga end ehtida.
318	est	-1	Ohvrite seas on lisaks Läti kodanikele ka kaks Vene ning üks Armeenia kodanik.
319	est	-1	Kahjutule puhkemise ajal töötas vabrikus kuni 600 inimest. Kehvas seisundis olnud hoones puudusid varuväljapääsud, mistõttu hüppasid kümned leekide eest põgenenud inimesed ülemiste korruste akendest välja, suur osa inimest jäi keldrisse lõksu.
320	est	-1	Kas vanaisa kuulus hävituspataljoni ?
321	est	-1	Esmaspäeval on vähese ja vahelduva pilvisusega ilm. Hiiumaal ja Saaremaal võib sadada vähest vihma või lörtsi.
322	est	-1	Eilsel Euroopa keeltepäeval avaldatud raporti kohaselt ähvardab paljusid Euroopas kõneldavaid keeli digitaalne väljasuremine. Ohustatud keelte hulka kuulub ka eesti keel.
323	est	-1	See muidugi ei tähenda, et ma alkoholi tarbimist avalikus ühistranspordis kuidagi õigustaks, kuid lolliks ei maksa ka minna.
324	est	-1	"Anger sai enne siitmaalt jalaga peesse, kui mujal ilma tegi, hakati äkki hindama. Imelik rahvas siin eestimaal. Samas võibolla isegi hea et siit läks - ei jõutud ära rikkuda. Muide, Miliza Korjust ei võetud omal ajal ka Estoniasse. (Hiljem, juba USAs elades, kirjutas Miliza Korjus oma siin elavatele sugulastele otse: ""Kui Eesti ei vajanud mind, siis mina ei vaja Eestit."")"
325	est	-1	Selguse asemel kasvab segadus, sest väljamõeldis ja tegelikkus lähevad lootusetult sassi. Tõdemus, et aina nõrgenev kehaline kihk ei toeta enam kujutelmi, võib tagasi tuua rahu, aga ka ajada meeleheitele.
326	est	-1	«Pärast sääraseid kuritegusid ei hakka keegi maailmas lugema ehitusdokumentidel kokku allkirju ja pitsateid. Tavaliselt pannakse allkirja andnud eeluurimisvangistusse,» ütles riigipea.
327	est	-1	Pigem vastupidi, et masin on korralikult optimeerimata - masin teeb täpselt nii head kohvi, kui tema seadistaja reguleeris tegema. Kehvasti seadistatud masin teeb ka headest ubadest s*tta jooki, hästi seadistatud masin aga võib ka tagasihoidlikest ubadest täiesti joodava joogi teha. Ja vaevalt, et Statoli sedavõrd suure investeeringu on teinud niru joogi tegemiseks - pigem pole seadistajad lihtsalt masinat jõudnud timmima. Kui kohvi maitse ikka niru, tuleks seda teenindajale teada anda, et masinad vajavad reguleerimist.
328	est	-1	See ei ole esimene kord kus fotod segi on paisatud.
329	est	-1	"Tegelikult on sellise ""täisnutimaja"" idee üsna kahtlase praktilise väärtusega. Aknad juhivad küttesüsteemi? - Vabandust, aga termostaadid on juba ammu leiutatud ja imeodavad, kindlasti kordades odavamad kui mingid imeaknad. ""Samamoodi on hea, kui kohv on köögis valmis, kui sa hommikul ülevalt magamistoast alla tuled."" - Kust maja teab, millal ma hommikul alla tulen? Kõik ei ela kellast kellani rutiini järgi. Mõni ei tahagi sellise rutiini järgi elada. Ja mis idee see veel on, et ""külmik peale üheksat õhtul enam ust ei avaks""? Vähemalt mina isiklikult ei ole nõus sellist külmikut ostma! Nii, mis veel... ""Ning oleks ju tore, kui ahi teeks õhtusöögi valmis ajaks, kui sa koju jõuad"" - ah et kohe ahi ise teeb? Ma ei ole nõus ainult külmutatud poolfabrikaatidest toituma ja isegi siin tekib küsimus, milline kodumasin selle külmutatud asja külmikust ahju tõstab? :D"
330	est	-1	Sa tunned ennast nähtamatuna. Sinu e-kirjadele vastata, sinu projektidele ei tule tagasisidet ega tunnustust….Need on üsna tõenäolised ohumärgid vallandamisest.
331	est	-1	Ei saa aru, mida see Tsahkna üldse seal sehkendab nüüd sotside vana ettepanekuga, vahepeal on aeg edasi läinud. Tundub, et IRL on oma tegemistes alati maha ja hiljaks jäänud.
332	est	-1	Neljapäeva õhtul varises Riias mitmes osas kokku Maxima ostukeskuse katus, surma sai senistel andmetel vähemalt 52 ja vigastada mitukümmend inimest.
333	est	-1	Viru maakohus on mõistnud Jaadla süüdi tahtlikus kuriteos, kuid otsus on ühes osas tühistatud ja teises osas jõustunud. VVK leidis pärast järelevalve läbiviimist, et Jaadla suhtes on sellegipoolest jõustunud süüdimõistev kohtuotsus tahtlikus kuriteos, mis seaduse kohaselt toob kaasa volikogu liikme volituste ennetähtaegse lõppemise.
334	est	-1	«Millal avatakse Soomes ükskord eesti kool?» küsis Helsingi Mardilaadal avaliku esinemise käigus minult üks sealmail töötav eestlanna nõudlikult. «Aga siin on ju?» imestasin mina vastu. «See pole mingi eesti kool, seal on ju soomlased ka! Millal selline tuleb, kus kõik on eesti keeles?»
335	est	-1	See oleks ravitav, kui vaid õige arsti juurde sattuks,
336	est	-1	Põgenemist ette valmistanud kurjategijad, kes kõik istusid trellide taga mõrvade sooritamise tõttu, haarasid valvuritelt relvad ja põgenesid teadmata suunas autoga. Nende lahkumisele aitas kaasa halb ilm.
337	est	-1	Kella 22.28 ajal toimus liiklusõnnetus Tallinnas Narva maantee 5 juures, kus seni kindlaks tegemata isik astus ootamatult trammi ette, mida juhtis 54-aastane Marve, mille tõttu tramm pidurdas ning trammis kukkus 59-aastane Margarita, kes toimetati Ida-Tallinna Keskhaiglasse. Kõigil, kes antud sündmust nägid, palutakse helistada telefonil 612 5666 või 110.
338	est	-1	Nii jõuamegi jalgratturi elu kaootilisuseni. Kui autojuhil üldiselt ei teki Tallinnas küsimust, et kas ikka pääseb mingilt teelt autoga läbi, siis jalgratturil tekib selline küsimus pidevalt.
339	est	-1	Migratsioon ei toimu astmeliselt. Pole nii, et inimene läheb väga vähe arenenud maalt kõigepealt natuke arenenumasse, sealt edasi veel arenenumasse jne. Kui nii, siis oleks Eestilgi võimalusi. Aga ei, reeglina seavad migrandid kohe sihiks kõige mõnusama riigi. Vahepeatusi tehakse, aga need on taktikalised ja ajutised. Võitjariigid võtavad peaaegu kõik – niipalju, kui jaksavad.
340	est	-1	Mitte ei taha parastada, aga keemikuid on küll nii vähe Eestis viimasel ajal haritud, et keemiat kasvõi nuusutanud mees ei leia tööd? Ega ta ometi keelepuudeline ei ole, nagu vene immigrandid, kes ka kõik suurest armastusest eestlanna vastu, ei millestki muust, Eestimaale asusid ja siin nüüd kirjeldamatuid lingvistilisi kannatusi taluma peavad.
341	est	-1	Toona osutus DiCaprio sõit Peterburi keeruliseks: ta jõudis Venemaale alles kolmandal katsel tšarterreisiga, mis saadeti talle järele pärast seda, kui lennukompanii Delta reisilennuk New Yorgis tehnilistel põhjustel süttinud mootori tõttu hädamaandumise tegi.
342	est	-1	Poodi on tarvis aga ehitage kellegi teise kodu kõrvale.
343	est	-1	Juht põrutas proovisõitu tehes puusse
344	est	-1	Mis ajast pätt inimene on?
345	est	-1	Erinevalt Mardist pole teater mulle mingi asendusaine. Otsuse, et nüüd hakkan filmi tegema, tegin alles seitse aastat tagasi, pärast seda, kui reklaamitööst sai kõrini – muidu polnuks see võimalik. Kirjutasin ühe loo valmis, see kandis pealkirja «Paradiisiväravad» (miilits Feliks, kelle elu on ummikusse jooksnud, korraldab 1960ndate algul NSV Liidu esimese raharöövi, põhineb tõestisündinud lool – TT). Näitasin seda vanale tuttavale Piret Tibbole (Allfilmi produtsent – TT), kes ütles, et see on täielik jama.
346	est	-1	“Esitatud oli üsna vastuoluline ülesanne – pidi olema palju seinapinda, kuhu maalid riputada, samas oli vaja palju valgust,” ütles Emil Urbel.
347	est	-1	Piltidelt paistavad suht kitsad olud. Paras loomaaed.
348	est	-1	Estonian Airi juhtdel ning avalikkusel tuleks aru saada, et sellisel kujul strateegia ei toimi. Väga lihtsustatult võib väita, et võimalusi on kaks: firma likvideerida või luua täiesti uus kontseptsioon.
349	est	-1	Savisaare oma osadel eestlastel ka.Osad olid nägijad juba enne.
350	est	-1	Neli arestipäeva määrati kahele joobes juhile: 54-aastane Volkswagen Passatit juhtinud mees peeti laupäeval kell 18.45 kinni Viljandis Vaksali tänaval ning 62-aastane Audi 80 juhtinud mees pühapäeval kella 10.05 ajal Imavere-Viljandi-Karksi-Nuia maanteel.
351	est	-1	Massi oli ju ka tollal, aga ju siis jäi ikka nupukusest puudu, et eestlased siis hoopis tramme kõigutama hakkasid...
352	est	-1	Kuule, mees, kus sa elad? Ja kas käid kinnisilmi Tallinnas ja Eestis ringi, kus iga nurga peal ja nurgataga muud ei kuulegi kui venekeelset möla..See vene oht on kogu aeg meie endi nina ees.
353	est	-1	Me näeme tv-st kuidas lapsi ja raskustes peresi toetatakse,kahjuks ei suuda riik sellist asja välja mõelda,sest see on nii keeruline ja raske,et lihtsalt küsida omavalitsuselt kes on raskustes ja raskes seisus oma eluga-elamisega,vot Ant..... silmad on kinni ja ega selle kuulmisega on ka kehvasti.
354	est	-1	Seadus arvab teisiti. Kui keegi ründab sind pesapallikurikaga ja sina ta maha lased, siis sa lähed vangi, sest enesekaitse peab vastama rünnakus kasutatud jõu tasemele.
355	est	-1	Peaaegu kõik inimesed muretsevad aeg-ajalt oma töökoha pärast. Kui kuuled aga juba oma tööandja majandusraskustest või märkad, et sind ei kutsuta enam olulisi teemasid arutama, siis peaksid olema rohkem kui mures. Karjääriekspertide sõnul on need märgid, et võid varsti töö kaotada.
356	est	-1	"Rakvere abilinnapea Allar Aron arvas, et päris nii ikka teha ei saa, sest tegemist on liikluskorraldusvahendiga. ""Ma ei oska öelda, kas sellel teelõigul ülekäigurada ikka nii vaja on,"" sõnas Aron. ""Hea, et nad bussiradasid maha ei joonistanud,"" lisas ta."
357	est	-1	Maxima varingu pealtnägijad: vaikus oli õudne ja inimeste kaotusvalu sügav
358	est	-1	Kavatsus noori arste pärast õpinguid sunnismaiseks muuta on demagoogia, mis tundub olevat vastuolus ELi tööõigusega. Tööjõuturg on kõikidele vaba! Eks samal põhjusel ole ka riigiettevõtete nõukogudes mitmel pool palgad, mille suurus keskmise palgaga, isegi arsti palgaga võrreldes tundub ebaõiglane. Kooliraha ei küsita riigipiiril tagasi ka ehitajatelt ja bussijuhtidelt ega teistelt, kes tööturul vabalt liiguvad.
359	est	-1	Kuue Määritsa lahingus langenu kohta oli teada, et nad maeti põlenud talumaja trepi ette ning matus saigi tuvastatud täpselt lahingupaigale pandud mälestuskivi juurest.
360	est	-1	Eile lõuna ajal Tallinnas trammis munitsipaalpolitsei piletikontrolöri rünnanud naise suhtes alustati kriminaalmenetlust.
361	est	-1	"Rahu? Pigem see päss tahab SÕDA. All võiks olla veel kirjas ""rossija""."
362	est	-1	"Mitte keegi ei ole mulle vastanud. Vaatame ja ""esimesena ei lase""."
363	est	-1	Kui me oleme madala elatustaseme ja väikeste palkadega postsotsialistlik Ida-Euroopa riik, siis võiks ju eeldada, et ka meie restoranide tööjõu- ja rendikulud on väiksemad ja nad suudavad pakkuda meie palgatasemega vastavuses olevaid hindu. Miks siis ikkagi Saksamaal ja Londonis tundub odavam olevat? Ja miks me edestame pea kõiki teisi idaeurooplasi?
364	est	-1	Riigieelarve maht on meil umbes seitse ja pool miljardit eurot. Inimesi on meil umbes üks miljon ja kolmsada tuhat. Kui jagame riigieelarve elanike arvuga ja siis kaheteistkümne kuuga, saame pisut alla viiesaja euro kuus. Pisut alla viiesaja euro kuus on siis see summa, mille ulatuses on alust igaühel imikust surmaeelikuni riigi käest üht, teist või neljateistkümnendat teenust oodata. Riigikaitsest titetoetuseni, kooliharidusest tõvetohterduseni, maanteedest pensionideni. Ja nii edasi.
365	est	-1	Arvamusloos heidetakse mulle ette, et ma ei tea, mida ma tahan, ja ma ei tea, mida kinnistes klubides on arutatud. Esimene etteheide on ekslik. Teine vastab sajaprotsendiliselt tõele. Intervjuu lähtekohaks oli minu artikkel rahvusteaduste mõistest, mis ilmus suvel ajakirjas Akadeemia (nr 7). Kuid see ei olnud intervjuu peamine teema. Eelkõige oli juttu humanitaarteaduste rahastamisest. Vahel tundub, et Eesti humanitaaria on pelgalt Tartu Ülikool.
366	est	-1	Eestlasel ei ole küpset tasakaalustatud suhet oma minevikuga. Ta pole siiani kindel, kas ta on ajaloo ees väärikalt käitunud. (Vahel väljendub see üleväärsuskompleksina. Näiteks tahaks ta panna iseseisvuse saavutamise ja taastamise täielikult enda tubliduse arvele ja vähendada ajaloolise konteksti, st õnneliku juhuse tähtsust.) Siit tuleneb palju muud, nt pendeldavad enesehinnangud, ühelt poolt eufooria, teisalt masohhism. Selles rapsivas meelelaadis on midagi tuttavat. Jah, nii käitub puberteetne nooruk. Ka temale on ülimalt tähtis, mis temast arvatakse, ja ta kardab kõige rohkem, et teda ei võeta täismehena.
367	est	-1	LOOMULIKULT on parim võimalus kaose vältimiseks poe mitteehitamine - sest autoga kaugemale poodi sõitvad elanikud ju mingeid ummikuid ei tekita?!? Ja üldse tuleks Tallinnas keelata 2 korrusest kõrgemate majade ehitamine - sest linnaliikluse jaos on kõige parem vaiplinnastumine ,mis liiklusummikud laiale alale jagab. Samuti on väikse elaqnike tiheduse juures väga kõrgelt arenenud kodulähedased teenused!
368	est	-1	Radikaalne islamistlik rühmitus Boko Haram on samas piirkonnas viimastel aastatel korraldanud mitu rünnakut, milles on palju hukkunuid.
369	est	-1	kahju, et sa oma halva iseloomu üle ise veel uhke ka oled.
370	est	-1	Seni on Olesk koolis Aafrika vaesusest ja eluolust rääkinud, ilma et oleks kõike räägitut oma silmaga näinud. Kui Olesk on Keeniast tagasi, hakkab ta üle Eesti koolides nähtut meenutama.
371	est	-1	Kaitsja ütles, et meestele esitatud kahtlustus on äärmiselt laialivalguv ega kirjelda kahtlusaluste tegevust. «Praegu on meestele esitatud kahtlustus, aga mitte süüdistus,» toonitas ta
372	est	-1	ka ainus märkimisväärne saavutus temalt selle loo esituse juures.
373	est	-1	Argentina jalgpallilegend Javier Zanetti võib olla vigastuse tõttu sunnitud lõpetama karjääri oodatust varem.
374	est	-1	Kaugelevaatavad otsused tervishoius ei ole lühikeses plaanis populaarsuse võitmisel ilmselt võrreldavad sajameetriste teejuppide või staadionimuru lindilõikamistega, kuid pikas vaates on otsustamatus alati halb valik.
375	est	-1	«See oli minu jaoks raske ja keeruline oli harjuda üksi olemisega. Nüüd olen ma sellest üle saanud ja sellest ei ole vaja enam rääkida,» sõnas Jacobsen. «Naudin praegu iseenda seltskonda ja mulle see meeldib.»
376	est	-1	Palju on räägitud funktsionaalse lugemisoskuse puudumisest. Eelnevad kommentaarid on selle kinnituseks. Teema autor tõstatas probleemi, et reeglid on, kuid töötajad, kes peaksid nendest reeglitest kinni pidama ja jälgima, et ka reisijad seda teeksid, on ükskõiksed.
377	est	-1	Mees ei pööra piisavalt tähelepanu? Siis on vaja igal pool säutsuda :)? Kahju Sinust Kertuke :)
378	est	-1	Kolm aastakümmet tagasi ei oleks Nõukogude autotööstuse mustertoodang Volga GAZ 24 tekitanud tänaval liiklejates kõige vähimatki emotsiooni – iga lapski teadis, et kõik taksod on Volgad ja kõik Volgad on taksod. 21. sajandil tuli aga seitsme sellise auto kokkusaamiseks tulist vaeva näha.
379	est	-1	See on max. mida saavad läbipestud ajudega kohalikud kommijad))
380	est	-1	Kui aga praegusaja noored ei väärtusta karjääri ega hooli sellest, kuidas nende 55 tööaastat kujunevad, on nende jaoks reaalne oht, et tuleb järgmine põlvkond ja võtab ise need võimalused. Just nagu juhtus 90ndate alguses, kui ettevõtete juhtkondades kohtas väga palju varastes 20-aastates noori, 30-aastaste põlvkond domineeris ettevõtluses, aga parimas tööeas 40-aastaste ja vanemate põlvkond kadus suures osas üldse pildilt. Ei tahaks küll näha, et veel üks põlvkond heituks ja Eesti inimeste õnnetunne seeläbi väheneks.
381	est	-1	Raplamaal Varbola külas leiti täna hommikul korterist mehe vägivallatunnustega surnukeha, teos kahtlustatav on kinni peetud.
382	est	-1	Valitsusesindajate andmetel oli ostukeskuses terrorirünnaku korraldanute seas välismaalasi.
